Boletos,Ingresos,% Δ,Cantidad,% Δ
RESISTENCIA → Esquina Acc,281542.0013,0.01%,13,0.04%
TRELEW → SIERRA GRANDE - RNG,268859.9985,0.01%,13,0.04%
BAHIA BLANCA → Jacinto Arauz Acc,139550.0017,0.01%,13,0.04%
TUCUMAN → BAHIA BLANCA,2072099.999,0.10%,12,0.04%
ROSARIO - SFE → TRELEW,2015440.004,0.09%,12,0.04%
LINIERS → LAS GRUTAS,1599190.003,0.07%,12,0.04%
LAS GRUTAS → LINIERS,1585060.002,0.07%,12,0.04%
Retiro Buenos Aires → CDRO RIVADAVIA,1581830,0.07%,12,0.04%
Retiro Buenos Aires → RAWSON,1359019.995,0.06%,12,0.04%
TUCUMAN → San Juan,1276669.997,0.06%,12,0.04%
Mendoza → Villa Regina,1193241.996,0.06%,12,0.04%
Villa Regina → Mendoza,1145008,0.05%,12,0.04%
Retiro Buenos Aires → San Martin (MZA),985579.9988,0.05%,12,0.04%
CORRIENTES → ROSARIO - SFE,891929.9998,0.04%,12,0.04%
BAHIA BLANCA → LINIERS,708809.9991,0.03%,12,0.04%
Pto Santa Cruz → COMODORO RIVADAVIA,590320.0013,0.03%,12,0.04%
Mar del Plata → LINIERS,524590.0026,0.02%,12,0.04%
Bariloche → Puerto Varas CHILE,510299.999,0.02%,12,0.04%
SANTA FE → CORRIENTES,462666.0018,0.02%,12,0.04%
GENERAL ALVEAR → Catriel,363930.0009,0.02%,12,0.04%
LA RIOJA → CATAMARCA,239080.0012,0.01%,12,0.04%
SANTIAGO DEL ESTERO → TUCUMAN,235039.9998,0.01%,12,0.04%
Mendoza → Polvaredas,174930.0009,0.01%,12,0.04%
Mendoza → La Paz (MZA),171399.9955,0.01%,12,0.04%
Perico → Salta,147860.0012,0.01%,12,0.04%
Salta → Perico,116789.998,0.01%,12,0.04%
Los Arboles (MZA) → Mendoza,70560.00032,0.00%,12,0.04%
Mendoza → Los Arboles (MZA),70560.00032,0.00%,12,0.04%
Huinca Renanco → Realico - LPM,25330.00093,0.00%,12,0.04%
RESISTENCIA → TRELEW,2580110.24,0.12%,11,0.04%
LA PLATA → COMODORO RIVADAVIA,1803859.999,0.08%,11,0.04%
PARANA → PUERTO MADRYN,1785590.002,0.08%,11,0.04%
Mendoza → San Salvador de Jujuy,1448350,0.07%,11,0.04%
PUNTA ALTA → CORDOBA,1420945,0.07%,11,0.04%
San Juan → Buenos Aires,1205310,0.06%,11,0.04%
RIO CUARTO → LAS GRUTAS,1155060.999,0.05%,11,0.04%
NEUQUEN → CALETA OLIVIA,1039499.997,0.05%,11,0.04%
CORDOBA → San Martin (MZA),699209.999,0.03%,11,0.04%
Luis Piedrabuena → COMODORO RIVADAVIA,631330.9983,0.03%,11,0.04%
Osorno → Santiago,582750.0013,0.03%,11,0.04%
Mendoza → Villa Maria - CBA,576979.9999,0.03%,11,0.04%
Choele Choel → TRELEW,553580.0006,0.03%,11,0.04%
Entre Lagos → Bariloche,540749.9984,0.03%,11,0.04%
BAHIA BLANCA → SAN ANTONIO OESTE,498129.9957,0.02%,11,0.04%
PUERTO MADRYN → Choele Choel,446379.9971,0.02%,11,0.04%
General Pico - LPM → Villa Mercedes - SLU,370609.9972,0.02%,11,0.04%
Villa Mercedes - SLU → CORDOBA,326069.9996,0.02%,11,0.04%
Bella Vista - COR → RESISTENCIA,116596.9978,0.01%,11,0.04%
Mendoza → Los Zorzales,85889.99845,0.00%,11,0.04%
TUCUMAN → PUERTO MADRYN,2349280.4,0.11%,10,0.03%
LA PLATA → Caleta Olivia,2010539.998,0.09%,10,0.03%
RIO CUARTO → Caleta Olivia,1944620,0.09%,10,0.03%
ROSARIO - SFE → PUERTO MADRYN,1640693.001,0.08%,10,0.03%
Mendoza → RESISTENCIA,1506229.999,0.07%,10,0.03%
San Salvador de Jujuy → Mendoza,1458170.002,0.07%,10,0.03%
COMODORO RIVADAVIA → Buenos Aires,1389210.001,0.06%,10,0.03%
COMODORO RIVADAVIA → LINIERS,1380760,0.06%,10,0.03%
LAS GRUTAS → Retiro Buenos Aires,1371410.004,0.06%,10,0.03%
SAN ANTONIO OESTE → CORDOBA,1319490,0.06%,10,0.03%
BAHIA BLANCA → SANTA FE,1170150.002,0.05%,10,0.03%
San Juan → TUCUMAN,1161639.999,0.05%,10,0.03%
SAN ANTONIO OESTE → Caleta Olivia,986974.0014,0.05%,10,0.03%
Almafuerte - CBA → BAHIA BLANCA,914209.9992,0.04%,10,0.03%
Villa Mercedes - SLU → BAHIA BLANCA,889879.9996,0.04%,10,0.03%
San Salvador de Jujuy → LA RIOJA,886759.9988,0.04%,10,0.03%
Retiro Buenos Aires → SAN JUAN,877300.0003,0.04%,10,0.03%
Lujan Terminal - BUE → Mendoza,855989.9981,0.04%,10,0.03%
El Talar Terminal → SAN LUIS,772469.9992,0.04%,10,0.03%
Salta → CATAMARCA,748479.9977,0.03%,10,0.03%
RAWSON → NEUQUEN,737489.9998,0.03%,10,0.03%
Cinco Saltos → Lujan Azcuenaga - MZA,730840.0007,0.03%,10,0.03%
Tunuyan - Mza → NEUQUEN,560410,0.03%,10,0.03%
CORDOBA → SANTA ROSA - LPM,494439.9978,0.02%,10,0.03%
CDRO RIVADAVIA → Pto San Julian,478799.9995,0.02%,10,0.03%
Pto San Julian → CDRO RIVADAVIA,463502.9981,0.02%,10,0.03%
PUERTO MADRYN → CALETA OLIVIA,448480.0002,0.02%,10,0.03%
Eduardo Castex → SAN LUIS,445419.9981,0.02%,10,0.03%
GENERAL ALVEAR → Cinco Saltos,436600.0008,0.02%,10,0.03%
CATAMARCA → SANTIAGO DEL ESTERO,425459.9981,0.02%,10,0.03%
SGO DEL ESTERO → CORDOBA,379750.0015,0.02%,10,0.03%
Merlo - SLU → Mendoza,373090.0004,0.02%,10,0.03%
TRELEW → CALETA OLIVIA,372139.9991,0.02%,10,0.03%
Mendoza → Merlo - SLU,358190.0001,0.02%,10,0.03%
TUCUMAN → CATAMARCA,314670.0006,0.01%,10,0.03%
PARANA → ROSARIO - SFE,223292.9993,0.01%,10,0.03%
Concaran - SLU → CORDOBA,210680.0025,0.01%,10,0.03%
Piedra del Aguila → Cinco Saltos,178499.9998,0.01%,10,0.03%
GENERAL ALVEAR → Algarrobo del Aguila,120379.9981,0.01%,10,0.03%
Jacinto Arauz Acc → BAHIA BLANCA,120349.9973,0.01%,10,0.03%
Mendoza → Manantiales (Mza),80020.00045,0.00%,10,0.03%
COMODORO RIVADAVIA → Salta,2341098.001,0.11%,9,0.03%
CORRIENTES → BAHIA BLANCA,1681894.998,0.08%,9,0.03%
LAS GRUTAS → ROSARIO - SFE,1493730,0.07%,9,0.03%
ROSARIO - SFE → LAS GRUTAS,1478979,0.07%,9,0.03%
Roque Saenz Peña → Mendoza,1183349.999,0.06%,9,0.03%
CORDOBA → PUNTA ALTA,1071715,0.05%,9,0.03%
RINCÓN DE LOS SAUCES → Mendoza,1071000.001,0.05%,9,0.03%
LAS GRUTAS → Caleta Olivia,1001090,0.05%,9,0.03%
BAHIA BLANCA → ROSARIO - SFE,947537.9982,0.04%,9,0.03%
SAN LUIS → Mar del Plata,947229.9986,0.04%,9,0.03%
Caleta Olivia → SAN ANTONIO OESTE,902280.0008,0.04%,9,0.03%
RIO CUARTO → TUCUMAN,864910.0009,0.04%,9,0.03%
Caleta Olivia → VIEDMA,823939.9983,0.04%,9,0.03%
Mendoza → LA PLATA,802199.9991,0.04%,9,0.03%
BAHIA BLANCA → Villa Mercedes - SLU,780479.9993,0.04%,9,0.03%
Buenos Aires → SAN LUIS,605140.0013,0.03%,9,0.03%
Puerto Varas → Villa la Angostura,593250.0011,0.03%,9,0.03%
TUCUMAN → CORRIENTES,589680.0017,0.03%,9,0.03%
Mendoza → Cnia 25 de Mayo - LPM,537749.9997,0.03%,9,0.03%
COMODORO RIVADAVIA → LAS GRUTAS,536789.9977,0.02%,9,0.03%
PARANA → RIO CUARTO,456930.0017,0.02%,9,0.03%
San Juan → CORDOBA,405620.0023,0.02%,9,0.03%
Cipolletti - RNG → GENERAL ALVEAR,405564.9964,0.02%,9,0.03%
GENERAL ALVEAR → Cipolletti - RNG,371530.0002,0.02%,9,0.03%
LAS GRUTAS → BAHIA BLANCA,350565,0.02%,9,0.03%
Puerto Varas CHILE → Bariloche,341249.9984,0.02%,9,0.03%
SAN ANTONIO OESTE → BAHIA BLANCA,333280.0007,0.02%,9,0.03%
Concaran - SLU → Mendoza,286649.9987,0.01%,9,0.03%
Villa Mercedes - SLU → General Pico - LPM,270809.9978,0.01%,9,0.03%
Senillosa → Bariloche,256140.0047,0.01%,9,0.03%
Barda del Medio Acc → GENERAL ALVEAR,251675.0019,0.01%,9,0.03%
BAHIA BLANCA → Choele Choel,220500.0002,0.01%,9,0.03%
CORRIENTES → Charata acc - CHA,210810.001,0.01%,9,0.03%
CORDOBA → Concaran - SLU,207209.9982,0.01%,9,0.03%
COMODORO RIVADAVIA → Caleta Olivia,170320.0001,0.01%,9,0.03%
SANTA FE → San Francisco - CBA,136950.0003,0.01%,9,0.03%
Barda del Medio Acc → Catriel,124192.002,0.01%,9,0.03%
NEUQUEN → General Roca,59179.99844,0.00%,9,0.03%
Chacritas → Mendoza,53579.99979,0.00%,9,0.03%
COMODORO RIVADAVIA → San Salvador de Jujuy,2390439.999,0.11%,8,0.03%
RIO GALLEGOS → RIO CUARTO,2180339.001,0.10%,8,0.03%
CORRIENTES → TRELEW,1826699.999,0.08%,8,0.03%
BAHIA BLANCA → TUCUMAN,1660790.001,0.08%,8,0.03%
Caleta Olivia → RIO CUARTO,1642856,0.08%,8,0.03%
SANTA FE → TRELEW,1604219.997,0.07%,8,0.03%
PUERTO MADRYN → SANTA FE,1353315,0.06%,8,0.03%
Salta → San Juan,1257200.001,0.06%,8,0.03%
SIERRA GRANDE - RNG → CORDOBA,1029123.003,0.05%,8,0.03%
San Martin (MZA) → BAHIA BLANCA,948010.0008,0.04%,8,0.03%
RIO CUARTO → PUERTO MADRYN,923204.0001,0.04%,8,0.03%
LAS GRUTAS → RIO CUARTO,886134.9985,0.04%,8,0.03%
COMODORO RIVADAVIA → General Roca,884280.0023,0.04%,8,0.03%
Mar del Plata → SAN LUIS,862799.9993,0.04%,8,0.03%
BAHIA BLANCA → San Martin (MZA),858039.9987,0.04%,8,0.03%
CALETA OLIVIA → NEUQUEN,801899.9978,0.04%,8,0.03%
Caleta Olivia → LAS GRUTAS,801889.9998,0.04%,8,0.03%
Mar del Plata → San Martin (MZA),753309.9991,0.04%,8,0.03%
LINIERS → San Martin (MZA),710880.0008,0.03%,8,0.03%
CATAMARCA → San Juan,654680.0009,0.03%,8,0.03%
Moreno Las Piedras → Mendoza,559065.6028,0.03%,8,0.03%
Mendoza → Neuquén,558639.997,0.03%,8,0.03%
Mendoza → Barda del Medio Acc,491520.0026,0.02%,8,0.03%
CORDOBA → Eduardo Castex,392562.0001,0.02%,8,0.03%
TUCUMAN → Roque Saenz Peña,391860.0017,0.02%,8,0.03%
Bariloche → Entre Lagos,377999.9983,0.02%,8,0.03%
SANTIAGO DEL ESTERO → RESISTENCIA,374640.0001,0.02%,8,0.03%
LAS GRUTAS → Catriel,373290.0007,0.02%,8,0.03%
RESISTENCIA → SANTA FE,361630,0.02%,8,0.03%
Villa Maria - CBA → Mendoza,359110.0006,0.02%,8,0.03%
Choele Choel → PUERTO MADRYN,329720.0012,0.02%,8,0.03%
SANTIAGO DEL ESTERO → CATAMARCA,315870.0018,0.01%,8,0.03%
Cinco Saltos → SAN ANTONIO OESTE,312059.9979,0.01%,8,0.03%
Choele Choel → Catriel,304110.0003,0.01%,8,0.03%
Bariloche → PUERTO MONTT CHILE,284549.9999,0.01%,8,0.03%
Mendoza → Concaran - SLU,254519.9994,0.01%,8,0.03%
Perico → TUCUMAN,238971.8392,0.01%,8,0.03%
PUERTO MADRYN → SAN ANTONIO OESTE,219302,0.01%,8,0.03%
Catriel → Villa Regina,169600.0009,0.01%,8,0.03%
Cinco Saltos → Piedra del Aguila,142799.9967,0.01%,8,0.03%
Goya Terminal → RESISTENCIA,125790.0021,0.01%,8,0.03%
Mendoza → Puente Del Inca,114239.9986,0.01%,8,0.03%
Polvaredas → Mendoza,112979.999,0.01%,8,0.03%
Villa Mercedes - SLU → RIO CUARTO,98829.99951,0.00%,8,0.03%
Las Avispas → Mendoza,31410.00046,0.00%,8,0.03%
RIO GALLEGOS → Salta,2526132,0.12%,7,0.02%
Pto San Julian → CORDOBA,2064545.001,0.10%,7,0.02%
CALETA OLIVIA → Mendoza,1463112.001,0.07%,7,0.02%
TUCUMAN → PUNTA ALTA,1334730.001,0.06%,7,0.02%
RIO CUARTO → COMODORO RIVADAVIA,1266168.002,0.06%,7,0.02%
PUERTO MADRYN → ROSARIO - SFE,1220488,0.06%,7,0.02%
SANTA FE → PUERTO MADRYN,1208505.001,0.06%,7,0.02%
Retiro Buenos Aires → CALETA OLIVIA,1040030.002,0.05%,7,0.02%
RAWSON → RIO GALLEGOS,1008360.003,0.05%,7,0.02%
RIO CUARTO → TRELEW,993200.0006,0.05%,7,0.02%
TRELEW → ROSARIO - SFE,980170.0009,0.05%,7,0.02%
CORDOBA → SIERRA GRANDE - RNG,952436.1395,0.04%,7,0.02%
SANTA FE → BAHIA BLANCA,921164.0003,0.04%,7,0.02%
SANTIAGO DEL ESTERO → Mendoza,896700.0016,0.04%,7,0.02%
RIO CUARTO → San Salvador de Jujuy,881900.0019,0.04%,7,0.02%
GENERAL ALVEAR → LINIERS,793399.9998,0.04%,7,0.02%
LINIERS → SAN ANTONIO OESTE,763509.9994,0.04%,7,0.02%
TRELEW → LA PLATA,743940,0.03%,7,0.02%
SANTA ROSA - LPM → PUERTO MADRYN,712545.9956,0.03%,7,0.02%
TRELEW → SANTA ROSA - LPM,711849.9988,0.03%,7,0.02%
Caleta Olivia → Choele Choel,687176,0.03%,7,0.02%
SANTA ROSA - LPM → TRELEW,677500.0007,0.03%,7,0.02%
SAN LUIS → PUNTA ALTA,619399.9983,0.03%,7,0.02%
SIERRA GRANDE - RNG → Caleta Olivia,597879.9999,0.03%,7,0.02%
RIO CUARTO → PUNTA ALTA,593249.9993,0.03%,7,0.02%
Rio Colorado → Buenos Aires,577010.0028,0.03%,7,0.02%
CORDOBA → Gral San Martin - LPM,542270.0013,0.03%,7,0.02%
RINCÓN DE LOS SAUCES → GENERAL ALVEAR,538670.0005,0.03%,7,0.02%
GENERAL ALVEAR → Bariloche,527310.0002,0.02%,7,0.02%
COMODORO RIVADAVIA → Pto Santa Cruz,413070.0013,0.02%,7,0.02%
ROSARIO - SFE → CORRIENTES,412299.9975,0.02%,7,0.02%
Villa Regina → TRELEW,393609.9987,0.02%,7,0.02%
SIERRA GRANDE - RNG → BAHIA BLANCA,385459.9991,0.02%,7,0.02%
Salta → SGO DEL ESTERO,352980.0005,0.02%,7,0.02%
RIO CUARTO → SANTA FE,341660.002,0.02%,7,0.02%
CORDOBA → San Juan,318680.0041,0.01%,7,0.02%
SANTA ROSA - LPM → SAN LUIS,302630.0012,0.01%,7,0.02%
TUCUMAN → Tilcara,289720.0016,0.01%,7,0.02%
Mendoza → Algarrobo del Aguila,262709.9996,0.01%,7,0.02%
Catriel → RINCÓN DE LOS SAUCES,262500.001,0.01%,7,0.02%
Catriel → GENERAL ALVEAR,221880.0003,0.01%,7,0.02%
SAN ANTONIO OESTE → PUERTO MADRYN,216060.5688,0.01%,7,0.02%
Caucete → Villa Carlos Paz,213140.0033,0.01%,7,0.02%
Villa Carlos Paz → Caucete,213140.0033,0.01%,7,0.02%
CORRIENTES → Gancedo acc,204759.9993,0.01%,7,0.02%
Bariloche → Senillosa,204680.0033,0.01%,7,0.02%
CORDOBA → Tilisarao - SLU,190589.9991,0.01%,7,0.02%
Mendoza → SAN JUAN,183750.0011,0.01%,7,0.02%
Padre Buodo Acc → BAHIA BLANCA,168840.0006,0.01%,7,0.02%
CATAMARCA → LA RIOJA,165090.0016,0.01%,7,0.02%
Santa Isabel - LPM → Catriel,118129.9997,0.01%,7,0.02%
NEUQUEN → Cnia 25 de Mayo - LPM,111420.0016,0.01%,7,0.02%
CORRIENTES → Roque Saenz Peña,107099.9994,0.00%,7,0.02%
Catriel → Barda del Medio Acc,93119.99885,0.00%,7,0.02%
RIO CUARTO → Villa Mercedes - SLU,70559.99948,0.00%,7,0.02%
Cnia 25 de Mayo - LPM → Catriel,51229.99868,0.00%,7,0.02%
CORDOBA → Pto San Julian,1591657.001,0.07%,6,0.02%
RIO CUARTO → RIO GALLEGOS,1461529.999,0.07%,6,0.02%
Salta → COMODORO RIVADAVIA,1421568.999,0.07%,6,0.02%
Mendoza → CALETA OLIVIA,1235090.002,0.06%,6,0.02%
BAHIA BLANCA → CORRIENTES,1065832.439,0.05%,6,0.02%
Buenos Aires → Caleta Olivia,1034250.001,0.05%,6,0.02%
TRELEW → PARANA,1012543,0.05%,6,0.02%
Monte Hermoso → Mendoza,976500.0028,0.05%,6,0.02%
RIO GALLEGOS → RAWSON,959303.0014,0.04%,6,0.02%
Mendoza → CORRIENTES,948149.9995,0.04%,6,0.02%
Pergamino Terminal → PUERTO MADRYN,936251.9987,0.04%,6,0.02%
Mendoza → Monte Hermoso,897749.9993,0.04%,6,0.02%
Cinco Saltos → Caleta Olivia,878230.0008,0.04%,6,0.02%
Pto Santa Cruz → TRELEW,721516.0005,0.03%,6,0.02%
TUCUMAN → RIO CUARTO,708989.9993,0.03%,6,0.02%
ROSARIO - SFE → VIEDMA,706974.0001,0.03%,6,0.02%
Perico → Mendoza,654480.0012,0.03%,6,0.02%
El Talar Terminal → San Juan,652060.0008,0.03%,6,0.02%
San Juan → SANTIAGO DEL ESTERO,634950.0014,0.03%,6,0.02%
RAWSON → Retiro Buenos Aires,631889.9967,0.03%,6,0.02%
SANTA FE → San Martin (MZA),588629.9992,0.03%,6,0.02%
SAN ANTONIO OESTE → COMODORO RIVADAVIA,571530.0006,0.03%,6,0.02%
Parador Purmamarca → Calama,566999.9988,0.03%,6,0.02%
COMODORO RIVADAVIA → Choele Choel,534240.0003,0.02%,6,0.02%
CORDOBA → Metan,532011.9989,0.02%,6,0.02%
Retiro Buenos Aires → GENERAL ALVEAR,524160.0019,0.02%,6,0.02%
Choele Choel → Caleta Olivia,504537.9976,0.02%,6,0.02%
San Juan → CATAMARCA,499630.0028,0.02%,6,0.02%
VIEDMA → Buenos Aires,498229.9972,0.02%,6,0.02%
Bariloche → GENERAL ALVEAR,458539.9993,0.02%,6,0.02%
GENERAL ALVEAR → RINCÓN DE LOS SAUCES,453620.0026,0.02%,6,0.02%
Metan → CORDOBA,447679.998,0.02%,6,0.02%
SAN LUIS → El Talar Terminal,431340.0026,0.02%,6,0.02%
Eugenio Bustos → NEUQUEN,422700.0015,0.02%,6,0.02%
General Pico - LPM → San Martin (MZA),405420.0016,0.02%,6,0.02%
LINIERS → Villa Mercedes - SLU,404060.001,0.02%,6,0.02%
PUERTO MADRYN → Cinco Saltos,373489.9998,0.02%,6,0.02%
LA RIOJA → San Juan,359880.0006,0.02%,6,0.02%
Catriel → Lujan Azcuenaga - MZA,338960.0002,0.02%,6,0.02%
San Martin (MZA) → Villa Maria - CBA,302929.9998,0.01%,6,0.02%
Mendoza → Bell Ville Pdor,296100.0023,0.01%,6,0.02%
Roque Saenz Peña → TUCUMAN,288130.0024,0.01%,6,0.02%
San Francisco - CBA → Villa Mercedes - SLU,283300.0016,0.01%,6,0.02%
SAN LUIS → Eduardo Castex,273332.9897,0.01%,6,0.02%
SAN ANTONIO OESTE → TRELEW,266170.0022,0.01%,6,0.02%
SAN ANTONIO OESTE → Cinco Saltos,259559.9975,0.01%,6,0.02%
BAHIA BLANCA → Huinca Renanco,254479.9998,0.01%,6,0.02%
Eduardo Castex → BAHIA BLANCA,251454.0008,0.01%,6,0.02%
Mendoza → Santa Isabel - LPM,241620.0002,0.01%,6,0.02%
Catriel → Choele Choel,241200.0003,0.01%,6,0.02%
Catriel → Añelo,230999.9998,0.01%,6,0.02%
General Roca → BAHIA BLANCA,229949.997,0.01%,6,0.02%
SANTA FE → Villa Maria - CBA,158559.9994,0.01%,6,0.02%
ROSARIO - SFE → PARANA,130080.0004,0.01%,6,0.02%
General Roca → Cnia 25 de Mayo - LPM,117699.9983,0.01%,6,0.02%
Salta → Palpalá,83540.0007,0.00%,6,0.02%
Cinco Saltos → Cnia 25 de Mayo - LPM,62709.99881,0.00%,6,0.02%
Mendoza → Panamericana,18380.00021,0.00%,6,0.02%
Luis Piedrabuena → Salta,2019420.998,0.09%,5,0.02%
TUCUMAN → RIO GALLEGOS,1363561.999,0.06%,5,0.02%
VIEDMA → CORRIENTES,1090375.312,0.05%,5,0.02%
COMODORO RIVADAVIA → SANTIAGO DEL ESTERO,995230.0018,0.05%,5,0.02%
SAN ANTONIO OESTE → CORRIENTES,987320.0028,0.05%,5,0.02%
CORDOBA → CALETA OLIVIA,952582.9996,0.04%,5,0.02%
BAHIA BLANCA → San Salvador de Jujuy,937139.9988,0.04%,5,0.02%
Padre Buodo Acc → Perico,904190.0025,0.04%,5,0.02%
SIERRA GRANDE - RNG → RIO GALLEGOS,880076.9982,0.04%,5,0.02%
Perico → Padre Buodo Acc,849450.003,0.04%,5,0.02%
CORDOBA → RAWSON,812906.9998,0.04%,5,0.02%
CORDOBA → SAN ANTONIO OESTE,766828.5598,0.04%,5,0.02%
SAN ANTONIO OESTE → ROSARIO - SFE,704519.9999,0.03%,5,0.02%
COMODORO RIVADAVIA → SANTA ROSA - LPM,688296.0012,0.03%,5,0.02%
Mendoza → Charata acc - CHA,685348.998,0.03%,5,0.02%
LAS GRUTAS → SANTA FE,672299.9999,0.03%,5,0.02%
LINIERS → SIERRA GRANDE - RNG,654149.9989,0.03%,5,0.02%
LAS GRUTAS → LA PLATA,646800.0009,0.03%,5,0.02%
Mendoza → SAN ANTONIO OESTE,643629.9992,0.03%,5,0.02%
Mendoza → SANTIAGO DEL ESTERO,626640.0015,0.03%,5,0.02%
SIERRA GRANDE - RNG → Retiro Buenos Aires,614890.0014,0.03%,5,0.02%
COMODORO RIVADAVIA → Cinco Saltos,614459.9979,0.03%,5,0.02%
CORRIENTES → LA RIOJA,604800.0021,0.03%,5,0.02%
VIEDMA → ROSARIO - SFE,593087.9987,0.03%,5,0.02%
Mendoza → La Quiaca,590240.0015,0.03%,5,0.02%
ROSARIO - SFE → BAHIA BLANCA,575109.9986,0.03%,5,0.02%
LA RIOJA → RESISTENCIA,563559.9986,0.03%,5,0.02%
LINIERS → COMODORO RIVADAVIA,563099.999,0.03%,5,0.02%
Añelo → Tunuyan (PLAZA),546000.0014,0.03%,5,0.02%
PUERTO MADRYN → RIO CUARTO,542173.9992,0.03%,5,0.02%
SANTIAGO DEL ESTERO → San Juan,538740.0021,0.03%,5,0.02%
San Martin (MZA) → PARANA,529200.0001,0.02%,5,0.02%
PUERTO MADRYN → SANTA ROSA - LPM,524290.0001,0.02%,5,0.02%
Junín → SAN ANTONIO OESTE,489123.9966,0.02%,5,0.02%
Pto San Julian → TRELEW,486822.0017,0.02%,5,0.02%
San Martin (MZA) → LINIERS,464120,0.02%,5,0.02%
NEUQUEN → CDRO RIVADAVIA,445749.9998,0.02%,5,0.02%
Gral San Martin - LPM → CORDOBA,432906.0003,0.02%,5,0.02%
LAS GRUTAS → COMODORO RIVADAVIA,431139.9987,0.02%,5,0.02%
Roque Saenz Peña → LA RIOJA,430099.9982,0.02%,5,0.02%
VIEDMA → COMODORO RIVADAVIA,413699.9997,0.02%,5,0.02%
Piedra del Aguila → Mendoza,404114.9991,0.02%,5,0.02%
CORDOBA → Bernasconi Acc,393498.9999,0.02%,5,0.02%
CATAMARCA → San Salvador de Jujuy,393320.0006,0.02%,5,0.02%
RAWSON → Cipolletti - RNG,386189.9995,0.02%,5,0.02%
PARANA → SAN LUIS,384089.9998,0.02%,5,0.02%
LINIERS → VIEDMA,366930.001,0.02%,5,0.02%
Pigue PARADOR → PUERTO MADRYN,363440.002,0.02%,5,0.02%
CDRO RIVADAVIA → RIO GALLEGOS,362249.9987,0.02%,5,0.02%
TUCUMAN → RESISTENCIA,359558,0.02%,5,0.02%
San Martin (MZA) → ROSARIO - SFE,347449.999,0.02%,5,0.02%
PUERTO MADRYN → Pigue PARADOR,341855.0008,0.02%,5,0.02%
Neuquén → Mendoza,340009.9985,0.02%,5,0.02%
Gral San Martin - LPM → Almafuerte - CBA,332780.9978,0.02%,5,0.02%
BAHIA BLANCA → Vicuña Mackenna,325249.9988,0.02%,5,0.02%
San Francisco - CBA → SAN LUIS,313950,0.01%,5,0.02%
Cordoba → Mendoza,309749.9995,0.01%,5,0.02%
GENERAL ALVEAR → General Roca,305221.9991,0.01%,5,0.02%
Santiago → SAN JUAN,304500.0019,0.01%,5,0.02%
SAN JUAN → Santiago,304500.0005,0.01%,5,0.02%
Gral Guemes → CORDOBA,304499.9976,0.01%,5,0.02%
Lujan Azcuenaga - MZA → Catriel,295899.9994,0.01%,5,0.02%
San Martin (MZA) → General Pico - LPM,294530.0019,0.01%,5,0.02%
TRELEW → Villa Regina,285309.9991,0.01%,5,0.02%
SANTA ROSA - LPM → San Martin (MZA),275640.0034,0.01%,5,0.02%
Villa Mercedes - SLU → Santa Rosa - LPA,264179.9999,0.01%,5,0.02%
CORDOBA → SGO DEL ESTERO,259006.001,0.01%,5,0.02%
TRELEW → Choele Choel,254630.0011,0.01%,5,0.02%
Catriel → SAN ANTONIO OESTE,238470.0001,0.01%,5,0.02%
Huinca Renanco → BAHIA BLANCA,238200.001,0.01%,5,0.02%
PUERTO MADRYN → Rio Colorado,226973.0009,0.01%,5,0.02%
CORRIENTES → SANTIAGO DEL ESTERO,224878.0006,0.01%,5,0.02%
CALETA OLIVIA → PUERTO MADRYN,223280.001,0.01%,5,0.02%
SANTA FE → Junín,221029.0014,0.01%,5,0.02%
SGO DEL ESTERO → Salta,220820.0003,0.01%,5,0.02%
Luis Piedrabuena → CDRO RIVADAVIA,217559.999,0.01%,5,0.02%
Bariloche → Catriel,212540.0008,0.01%,5,0.02%
General Pico - LPM → GENERAL ALVEAR,206360.0005,0.01%,5,0.02%
Mendoza → Chepes,196459.9994,0.01%,5,0.02%
Eduardo Castex → CORDOBA,194449.9996,0.01%,5,0.02%
TRELEW → SAN ANTONIO OESTE,184639.9998,0.01%,5,0.02%
Cinco Saltos → GENERAL ALVEAR,179050.0024,0.01%,5,0.02%
CATA Internacional  ,174840,0.01%,5,0.02%
Goya Acc → SANTA FE,164060.0016,0.01%,5,0.02%
Junín → ROSARIO - SFE,156381,0.01%,5,0.02%
SANTIAGO DEL ESTERO → Las Breñas acc - CHA,143330.0025,0.01%,5,0.02%
Tilisarao - SLU → CORDOBA,138189.9984,0.01%,5,0.02%
Las Breñas acc - CHA → SANTIAGO DEL ESTERO,136500.0022,0.01%,5,0.02%
Villa Ojo de Agua → CORDOBA,132939.9988,0.01%,5,0.02%
Villa Maria - CBA → SANTA FE,129679.9982,0.01%,5,0.02%
Bernasconi Acc → PUNTA ALTA,116549.9983,0.01%,5,0.02%
Las Varillas - CBA → SANTA FE,114450.0004,0.01%,5,0.02%
Tilcara → Salta,112479.9994,0.01%,5,0.02%
CORRIENTES → Las Breñas acc - CHA,111940.0008,0.01%,5,0.02%
Pomona Acc → NEUQUEN,111299.9983,0.01%,5,0.02%
San Francisco - CBA → PARANA,102060.0005,0.00%,5,0.02%
Salta → Tilcara,92419.99879,0.00%,5,0.02%
BAHIA BLANCA → Bernasconi Acc,83114.99895,0.00%,5,0.02%
RIO CUARTO → SAN LUIS,76780.00005,0.00%,5,0.02%
Gral San Martin - LPM → BAHIA BLANCA,76550.00054,0.00%,5,0.02%
